result_uid,report_id,study_id_clean,registry_key,cohort_id,design,allocation_unit,intervention_package,comparator_identity,treatment_duration_months,outcome_construct,outcome_basis,reference_period_start_months,reference_period_end_months,assessment_time_months,closest_eligible_to_12m,baseline_employment_selection,arm,numerator,denominator,denominator_type,n_randomised_or_enrolled,missingness_note,follow_up_after_withdrawal,design_adjusted_effect,design_adjusted_se_or_ci,ascertainment,source_page,verbatim_quote,currently_used,matches_current_result_id,discrepancy_note,extractor,checker,check_date,unresolved_disagreement
R16_12,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,"vocational activity (employment, education or training)",period,0,12,12,no,whole cohort,control,26,44,available_case,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,,,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","EET at least one day, n (%) 38 (82.6) 26 (59.1)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_13,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,"vocational activity (employment, education or training)",period,0,12,12,no,whole cohort,intervention,30,46,available_case,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,OR 3.63,95% CI 1.52 to 8.65; p < 0.01,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","EET sustainability, n (%) 30 (65.2) 15 (34.1) < 0.01 3.63 1.52-8.65",no,,Sustainability defined as at least 50% of the 12-month follow-up spent in EET.,"Claude Opus draft, 2026-09-06",,,
R16_14,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,"vocational activity (employment, education or training)",period,0,12,12,no,whole cohort,control,15,44,available_case,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,,,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","EET sustainability, n (%) 30 (65.2) 15 (34.1)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_15,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,job tenure,cumulative,0,12,12,n.a.,whole cohort,intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 31.5 weeks in EET (not an adjusted effect),"SD 20.5; Cohen d 0.63, 95% CI 0.21 to 1.1, p < 0.01",mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","EET in weeks, mean (SD) 31.5 (20.5) 18.37 (21.2) < 0.01 0.63 0.21-1.1",no,,,"Claude Opus draft, 2026-09-06",,,
R16_16,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,job tenure,cumulative,0,12,12,n.a.,whole cohort,control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 18.37 weeks in EET (not an adjusted effect),SD 21.2,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","EET in weeks, mean (SD) 31.5 (20.5) 18.37 (21.2)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_17,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,whole cohort,intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 1025.96 hours in EET (not an adjusted effect),"SD 790.94; Cohen d 0.61, 95% CI 0.19 to 1.03, p < 0.01",mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","EET in hours, mean (SD) 1025.96 (790.94) 565.55 (707.11) < 0.01 0.61 0.19-1.03",no,,,"Claude Opus draft, 2026-09-06",,,
R16_18,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,whole cohort,control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 565.55 hours in EET (not an adjusted effect),SD 707.11,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","EET in hours, mean (SD) 1025.96 (790.94) 565.55 (707.11)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_19,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,whole cohort,intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean earnings 10242.33 euros (not an adjusted effect),"SD 13436.9; Cohen d 0.45, 95% CI 0.04 to 0.87, p = 0.03",mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","Earnings in euros, mean (SD) 10,242.33 (13,436.9) 5216.56 (7871.4) 0.03 0.45 0.04-0.87",no,,,"Claude Opus draft, 2026-09-06",,,
R16_20,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,whole cohort,control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean earnings 5216.56 euros (not an adjusted effect),SD 7871.4,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 2","Earnings in euros, mean (SD) 10,242.33 (13,436.9) 5216.56 (7871.4)",no,,The Abstract prints the control standard deviation as SE 7871 rather than SD 7871.4.,"Claude Opus draft, 2026-09-06",,,
R16_21,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the education or training subsample (participants who received any education or training during follow-up),intervention,17,25,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,OR 3.48,95% CI 1.13 to 10.73; p = 0.03,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3 (journal p.7 of 10)","Education/training at least one day, n (%) 17 (68.0) 11 (37.9) 0.03 3.48 1.13-10.73",no,,Subgroup conditioned on post-randomisation education status; not a full-arm effect.,"Claude Opus draft, 2026-09-06",,,
R16_22,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the education or training subsample,control,11,29,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,,,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3","Education/training at least one day, n (%) 17 (68.0) 11 (37.9)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_23,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the education or training subsample,intervention,14,25,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,OR 2.83,95% CI 0.93 to 8.62; p = 0.06,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3","Education/training sustainability, n (%) 14 (56.0) 9 (31.0) 0.06 2.83 0.93-8.62",no,,,"Claude Opus draft, 2026-09-06",,,
R16_24,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the education or training subsample,control,9,29,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,,,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3","Education/training sustainability, n (%) 14 (56.0) 9 (31.0)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_25,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),cumulative,0,12,12,n.a.,restricted to the education or training subsample,intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 27.69 weeks in education or training (not an adjusted effect),"SD 22.6; Cohen d 0.63, 95% CI 0.06 to 1.15, p = 0.03",mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3","Duration of education/training in weeks, mean (SD) 27.69 (22.6) 14.38 (21.7) 0.03 0.63 0.06-1.15",no,,,"Claude Opus draft, 2026-09-06",,,
R16_26,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),cumulative,0,12,12,n.a.,restricted to the education or training subsample,control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 14.38 weeks in education or training (not an adjusted effect),SD 21.7,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3","Duration of education/training in weeks, mean (SD) 27.69 (22.6) 14.38 (21.7)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_27,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),cumulative,0,12,12,n.a.,restricted to the education or training subsample,intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 867.04 hours in education or training (not an adjusted effect),"SD 829.6; Cohen d 0.62, 95% CI 0.07 to 1.17, p = 0.03",mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3","Duration of education/training in hours, mean (SD) 867.04 (829.6) 414.72 (628.83) 0.03 0.62 0.07-1.17",no,,,"Claude Opus draft, 2026-09-06",,,
R16_28,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),cumulative,0,12,12,n.a.,restricted to the education or training subsample,control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,arm mean 414.72 hours in education or training (not an adjusted effect),SD 628.83,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.7, Table 3","Duration of education/training in hours, mean (SD) 867.04 (829.6) 414.72 (628.83)",no,,,"Claude Opus draft, 2026-09-06",,,
R16_29,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the IPS education subgroup,intervention,11,14,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,OR 7.3,"95% CI 1.47 to 36.66; chi-square 6.47 df 1, p = 0.01",mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.6, Results","In the IPS-education group, 78.6% (11/14) succeeded in continuing or resuming education/training compared to 33.3% (6/18) of the participants in the TAU-education group",no,,Denominators 14 and 18 are a further subgroup of the 25 and 29 education subsample; the paper does not define how these were derived.,"Claude Opus draft, 2026-09-06",,,
R16_30,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the TAU education subgroup,control,6,18,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,,,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.6, Results",78.6% (11/14) succeeded in continuing or resuming education/training compared to 33.3% (6/18),no,,,"Claude Opus draft, 2026-09-06",,,
R16_31,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the education or training subsample,intervention,1,25,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,chi-square 1.18 df 1,p = 0.28,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.6, Results","Of the participants in the IPS-education group, 4% (1/25) finished higher education, whereas, in the education/training control group, no one completed a training or higher education degree",no,,,"Claude Opus draft, 2026-09-06",,,
R16_32,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),period,0,12,12,n.a.,restricted to the education or training subsample,control,0,29,outcome_specific,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,,,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.6, Results","in the education/training control group, no one completed a training or higher education degree",no,,,"Claude Opus draft, 2026-09-06",,,
R16_33,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),cumulative,0,12,12,n.a.,restricted to the competitively employed subsample (N=36),intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,mean time to first job 9.3 weeks (not an adjusted effect),SD 12.5; no significant group difference,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.4, Results, Secondary EET outcomes","In the subsample of the competitively employed participants (N = 36), no significant differences were found between the IPS and the TAU group regarding the time to start the first job in weeks M = 9.3, SD = 12.5 versus M = 10.9, SD = 14.5.",no,,Subgroup conditioned on post-randomisation employment; arm-specific denominators are not printed.,"Claude Opus draft, 2026-09-06",,,
R16_34,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,other (describe),cumulative,0,12,12,n.a.,restricted to the competitively employed subsample (N=36),control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,mean time to first job 10.9 weeks (not an adjusted effect),SD 14.5,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.4, Results, Secondary EET outcomes","M = 9.3, SD = 12.5 versus M = 10.9, SD = 14.5",no,,,"Claude Opus draft, 2026-09-06",,,
R16_35,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,restricted to the competitively employed subsample (N=36),intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,mean 33.24 weekly working hours (not an adjusted effect),SD 10.2; no significant group difference,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.4, Results, Secondary EET outcomes","no group differences were found in weekly working hours M = 33.24, SD = 10.2 versus M = 29.60, SD = 12.6, and hourly wages euros M = 12.9, SD = 6.5 versus M = 10.5, SD = 3.3",no,,,"Claude Opus draft, 2026-09-06",,,
R16_36,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,restricted to the competitively employed subsample (N=36),control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,mean 29.60 weekly working hours (not an adjusted effect),SD 12.6,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.4, Results, Secondary EET outcomes","weekly working hours M = 33.24, SD = 10.2 versus M = 29.60, SD = 12.6",no,,,"Claude Opus draft, 2026-09-06",,,
R16_37,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,restricted to the competitively employed subsample (N=36),intervention,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,mean hourly wage 12.9 euros (not an adjusted effect),SD 6.5,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.4, Results, Secondary EET outcomes","hourly wages euros M = 12.9, SD = 6.5 versus M = 10.5, SD = 3.3",no,,,"Claude Opus draft, 2026-09-06",,,
R16_38,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,hours or earnings,cumulative,0,12,12,n.a.,restricted to the competitively employed subsample (N=36),control,,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,mean hourly wage 10.5 euros (not an adjusted effect),SD 3.3,mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.4, Results, Secondary EET outcomes","hourly wages euros M = 12.9, SD = 6.5 versus M = 10.5, SD = 3.3",no,,,"Claude Opus draft, 2026-09-06",,,
R16_39,R16,JACKEL_2025,jackel2025,JACKEL_2025,"RCT (monocentre, parallel group, single-blind, individually randomised)",individual,"12 months of IPS delivered to IPS-Y fidelity plus up to eight sessions of adherence therapy, added to standard care","Standard care alone in an outpatient psychiatric service, including referral to traditional vocational rehabilitation programmes",12,"vocational activity (employment, education or training)",point,0,12,12,no,whole cohort,intervention v control (repeated-measures model of monthly EET rates),,,,"110 randomised; 94 assessed at T0 (IPS 48, TAU 46); 90 in the intention-to-treat vocational analysis (IPS 46, TAU 44)",16 lost before T0; 4 excluded for early dropout after baseline; vocational and educational outcome data available for 90 of 94 (95.7%),not stated,"group effect F(1, 88) = 8.94; time effect F(11, 968) = 2.52; group by time interaction F(11, 968) = 2.09","p < 0.01, p < 0.004 and p = 0.02 respectively",mixed (trained researchers and clinical staff assessed outcomes with raters blinded to allocation; IPS specialist contact frequency calculated from hospital charts),"PDF p.4, Results and PDF p.7, Figure 2","We found a significant group effect, F(1, 88) = 8.94, p < 0.01; a significant time effect, F(11, 968) = 2.52, p < 0.004; and a significant group x time interaction, F(11, 968) = 2.09, p = 0.02.",no,,Figure 2 plots monthly EET rates without printed counts. The IPS group is described as consistently higher from month 4 onwards.,"Claude Opus draft, 2026-09-06",,,
